"movie","break_even","earnings_ratio","budget_raw","worldwide_gross","production_budget","even"
"Marilyn Hotchkiss' Ballroom Dancing and Charm School",0,0.2,2500000,"$497,195","$2,500,000","Lost money"
"Super",0,0.21,2500000,"$518,362","$2,500,000","Lost money"
"Sleep Dealer",0,0.04,2500000,"$108,907","$2,500,000","Lost money"
"Anatomie",0,0,2500000,"$9,598","$2,500,000","Lost money"
"Get on the Bus",1,2.37,2400000,"$5,691,854","$2,400,000","Made money"
"Thr3e",0,0.44,2400000,"$1,060,418","$2,400,000","Lost money"
"This is England",1,3.67,2380000,"$8,739,576","$2,380,000","Made money"
"Dancer, Texas Pop. 81",0,0.25,2300000,"$574,838","$2,300,000","Lost money"
"Redemption Road",0,0.01,2300000,"$29,384","$2,300,000","Lost money"
"Friday the 13th Part 3",1,16.31,2250000,"$36,690,067","$2,250,000","Made money"
"The French Connection",1,18.71,2200000,"$41,158,757","$2,200,000","Made money"
"Friday the 13th Part V: A New Beginning",1,9.97,2200000,"$21,930,418","$2,200,000","Made money"
"The Last Sin Eater",0,0.18,2200000,"$388,390","$2,200,000","Lost money"
"Bully",0,0.66,2100000,"$1,381,824","$2,100,000","Lost money"
"Elling",0,0.15,2100000,"$313,436","$2,100,000","Lost money"
"Courageous",1,17.59,2000000,"$35,185,884","$2,000,000","Made money"
"Nancy Drew",1,15.35,2000000,"$30,703,845","$2,000,000","Made money"
"Mad Max 2: The Road Warrior",1,12.3,2000000,"$24,600,832","$2,000,000","Made money"
"Sleeper",1,9.17,2000000,"$18,344,729","$2,000,000","Made money"
"Everything You Always Wanted to Know",1,9.01,2000000,"$18,016,290","$2,000,000","Made money"
"The Legend of Drunken Master",1,5.77,2000000,"$11,546,543","$2,000,000","Made money"
"Boys Don't Cry",1,10.37,2000000,"$20,741,000","$2,000,000","Made money"
"Das Leben der Anderen",1,40.6,2000000,"$81,197,047","$2,000,000","Made money"
"Machete Kills",1,4.7,2000000,"$9,408,161","$2,000,000","Made money"
"Witchboard",1,3.68,2000000,"$7,369,373","$2,000,000","Made money"
"Les Triplettes de Belleville",1,7.22,2000000,"$14,440,113","$2,000,000","Made money"
"Smoke Signals",1,3.88,2000000,"$7,756,617","$2,000,000","Made money"
"Winter's Bone",1,8.07,2000000,"$16,131,552","$2,000,000","Made money"
"American Splendor",1,4.34,2000000,"$8,685,632","$2,000,000","Made money"
"Before Sunset",1,5.65,2000000,"$11,293,790","$2,000,000","Made money"
"Amores Perros",1,10.44,2000000,"$20,883,834","$2,000,000","Made money"
"Thirteen",1,4.75,2000000,"$9,505,996","$2,000,000","Made money"
"Touching the Void",1,7.7,2000000,"$15,396,525","$2,000,000","Made money"
"Inside Job",1,3.9,2000000,"$7,799,257","$2,000,000","Made money"
"Me and You and Everyone We Know",1,4.21,2000000,"$8,425,527","$2,000,000","Made money"
"Harsh Times",1,3.11,2000000,"$6,225,304","$2,000,000","Made money"
"Ghost Dog: Way of the Samurai",1,3.02,2000000,"$6,030,230","$2,000,000","Made money"
"Full Frontal",1,1.72,2000000,"$3,438,804","$2,000,000","Made money"
"Waltz with Bashir",1,5.56,2000000,"$11,125,664","$2,000,000","Made money"
"Strangers with Candy",1,1.04,2000000,"$2,077,844","$2,000,000","Made money"
"Shortbus",0,0.99,2000000,"$1,985,292","$2,000,000","Lost money"
"Son of Rambow: A Home Movie",1,5.29,2000000,"$10,573,083","$2,000,000","Made money"
"The Book of Mormon Movie, Volume 1: The Journey",0,0.83,2000000,"$1,660,865","$2,000,000","Lost money"
"Hamlet",1,1.21,2000000,"$2,419,669","$2,000,000","Made money"
"No End In Sight",0,0.72,2000000,"$1,433,319","$2,000,000","Lost money"
"Get Real",0,0.58,2000000,"$1,152,411","$2,000,000","Lost money"
"In the Shadow of the Moon",0,0.57,2000000,"$1,134,358","$2,000,000","Lost money"
"Meek's Cutoff",0,0.93,2000000,"$1,869,928","$2,000,000","Lost money"
"Inside Deep Throat",0,0.35,2000000,"$691,880","$2,000,000","Lost money"
"Dinner Rush",0,0.54,2000000,"$1,075,504","$2,000,000","Lost money"
"The Virginity Hit",0,0.32,2000000,"$636,706","$2,000,000","Lost money"
"Clockwatchers",0,0.27,2000000,"$539,961","$2,000,000","Lost money"
"Subway",0,0.83,2000000,"$1,663,296","$2,000,000","Lost money"
"House of D",0,0.23,2000000,"$466,106","$2,000,000","Lost money"
"Teeth",1,1.18,2000000,"$2,350,641","$2,000,000","Made money"
"Stonewall",0,0.15,2000000,"$304,602","$2,000,000","Lost money"
"Sherrybaby",0,0.31,2000000,"$622,806","$2,000,000","Lost money"
"Six-String Samurai",0,0.07,2000000,"$134,624","$2,000,000","Lost money"
"Hum to Mohabbt Karega",0,0.06,2000000,"$121,807","$2,000,000","Lost money"
"It's All Gone Pete Tong",0,0.81,2000000,"$1,620,620","$2,000,000","Lost money"
"Saint John of Las Vegas",0,0.05,2000000,"$102,645","$2,000,000","Lost money"
"24 7: Twenty Four Seven",0,0.04,2000000,"$72,544","$2,000,000","Lost money"
"Roadside Romeo",1,1.02,2000000,"$2,046,090","$2,000,000","Made money"
"Eureka",0,0.04,2000000,"$76,654","$2,000,000","Lost money"
"This Thing of Ours",0,0.02,2000000,"$37,227","$2,000,000","Lost money"
"Super Capers",0,0.02,2000000,"$30,955","$2,000,000","Lost money"
"Return of the Living Dead 3",0,0.01,2000000,"$21,000","$2,000,000","Lost money"
"The Missing Person",0,0.01,2000000,"$17,896","$2,000,000","Lost money"
"London",0,0.01,2000000,"$12,667","$2,000,000","Lost money"
"Jerusalema",0,0,2000000,"$7,294","$2,000,000","Lost money"
"Say Uncle",0,0,2000000,"$5,361","$2,000,000","Lost money"
"Man on Wire",1,2.96,1900000,"$5,617,067","$1,900,000","Made money"
"Nowhere Boy",1,4.1,1900000,"$7,785,229","$1,900,000","Made money"
"Northfork",0,0.76,1900000,"$1,445,140","$1,900,000","Lost money"
"Submarine",1,2.41,1900000,"$4,581,937","$1,900,000","Made money"
"The Square",0,0.36,1900000,"$684,214","$1,900,000","Lost money"
"Chacun sa nuit",0,0.01,1900000,"$18,435","$1,900,000","Lost money"
"The Last Exorcism",1,38.98,1800000,"$70,165,900","$1,800,000","Made money"
"Carrie",1,14.38,1800000,"$25,878,153","$1,800,000","Made money"
"A Nightmare on Elm Street",1,14.17,1800000,"$25,504,513","$1,800,000","Made money"
"Beasts of the Southern Wild",1,11.71,1800000,"$21,080,058","$1,800,000","Made money"
"Battle for the Planet of the Apes",1,4.89,1800000,"$8,800,000","$1,800,000","Made money"
"El crimen de padre Amaro",1,3.18,1800000,"$5,719,000","$1,800,000","Made money"
"Songcatcher",1,1.69,1800000,"$3,050,934","$1,800,000","Made money"
"Higher Ground",0,0.48,1800000,"$859,182","$1,800,000","Lost money"
"POM Wonderful Presents: The Greatest Movie Ever Sold",0,0.35,1800000,"$638,476","$1,800,000","Lost money"
"Travellers and Magicians",0,0.59,1800000,"$1,058,893","$1,800,000","Lost money"
"Ed and his Dead Mother",0,0,1800000,"$673","$1,800,000","Lost money"
"Run Lola Run",1,8.3,1750000,"$14,533,173","$1,750,000","Made money"
"May",0,0.28,1750000,"$497,339","$1,750,000","Lost money"
"I Spit on Your Grave",0,0.73,1750000,"$1,278,471","$1,750,000","Lost money"
"In the Bedroom",1,25.55,1700000,"$43,430,604","$1,700,000","Made money"
"Conquest of the Planet of the Apes",1,5.71,1700000,"$9,700,000","$1,700,000","Made money"
"Grace Unplugged",1,1.47,1700000,"$2,507,159","$1,700,000","Made money"
"Happy, Texas",1,1.7,1700000,"$2,891,228","$1,700,000","Made money"
"My Summer of Love",1,2.91,1700000,"$4,951,476","$1,700,000","Made money"
"Yes",0,0.39,1700000,"$661,221","$1,700,000","Lost money"
"Foolish",1,3.77,1600000,"$6,026,908","$1,600,000","Made money"
"The Conversation",1,2.76,1600000,"$4,420,000","$1,600,000","Made money"
"N-Secure",1,1.62,1600000,"$2,595,644","$1,600,000","Made money"
"Sukkar banat",1,8.91,1600000,"$14,253,760","$1,600,000","Made money"
"Out of the Dark",0,0.26,1600000,"$419,428","$1,600,000","Lost money"
"Bubble",0,0.09,1600000,"$145,382","$1,600,000","Lost money"
"Dil Jo Bhi Kahey...",0,0.08,1600000,"$129,319","$1,600,000","Lost money"
"Mississippi Mermaid",1,1.64,1600000,"$2,627,795","$1,600,000","Made money"
"I Love Your Work",0,0,1600000,"$3,264","$1,600,000","Lost money"
"Insidious",1,66.58,1500000,"$99,870,886","$1,500,000","Made money"
"Cabin Fever",1,20.23,1500000,"$30,351,664","$1,500,000","Made money"
"Waitress",1,14.81,1500000,"$22,217,183","$1,500,000","Made money"
"Kickboxer",1,9.69,1500000,"$14,533,681","$1,500,000","Made money"
"Bloodsport",1,7.87,1500000,"$11,806,119","$1,500,000","Made money"
"Kids",1,13.61,1500000,"$20,412,216","$1,500,000","Made money"
"The Squid and the Whale",1,7.46,1500000,"$11,191,423","$1,500,000","Made money"
"Kissing Jessica Stein",1,5.89,1500000,"$8,831,884","$1,500,000","Made money"
"Dawn of the Dead",1,36.67,1500000,"$55,000,000","$1,500,000","Made money"
"Exotica",1,3.36,1500000,"$5,046,118","$1,500,000","Made money"
"The To Do List",1,2.33,1500000,"$3,491,669","$1,500,000","Made money"
"The Gatekeepers",1,1.61,1500000,"$2,408,553","$1,500,000","Made money"
"Buffalo '66",1,1.59,1500000,"$2,380,606","$1,500,000","Made money"
"Repo Man",1,1.53,1500000,"$2,300,000","$1,500,000","Made money"
"Blood Simple",1,1.82,1500000,"$2,730,877","$1,500,000","Made money"
"Nueve Reinas",1,8.28,1500000,"$12,412,889","$1,500,000","Made money"
"The Ballad of Jack and Rose",0,0.75,1500000,"$1,126,258","$1,500,000","Lost money"
"Killing Zoe",0,0.28,1500000,"$418,953","$1,500,000","Lost money"
"Session 9",1,1.08,1500000,"$1,619,602","$1,500,000","Made money"
"I Want Someone To Eat Cheese With",0,0.13,1500000,"$194,568","$1,500,000","Lost money"
"Amigo",0,0.12,1500000,"$184,705","$1,500,000","Lost money"
"The Salon",0,0.09,1500000,"$139,084","$1,500,000","Lost money"
"Stolen Summer",0,0.08,1500000,"$119,841","$1,500,000","Lost money"
"Forty Shades of Blue",0,0.12,1500000,"$172,569","$1,500,000","Lost money"
"Trucker",0,0.03,1500000,"$52,429","$1,500,000","Lost money"
"Pontypool",0,0.02,1500000,"$31,916","$1,500,000","Lost money"
"Holy Girl",0,0.9,1400000,"$1,261,792","$1,400,000","Lost money"
"Incident at Loch Ness",0,0.04,1400000,"$56,073","$1,400,000","Lost money"
"Lock, Stock and Two Smoking Barrels",1,21,1350000,"$28,356,188","$1,350,000","Made money"
"The Ballad of Gregorio Cortez",0,0.7,1305000,"$909,000","$1,305,000","Lost money"
"Festen",1,1.27,1300000,"$1,647,780","$1,300,000","Made money"
"Trees Lounge",0,0.58,1300000,"$749,741","$1,300,000","Lost money"
"The Girlfriend Experience",0,0.77,1300000,"$1,005,840","$1,300,000","Lost money"
"Journey from the Fall",0,0.49,1300000,"$635,305","$1,300,000","Lost money"
"The Basket",0,0.47,1300000,"$609,042","$1,300,000","Lost money"
"Def-Con 4",0,0.16,1300000,"$210,904","$1,300,000","Lost money"
"Neal n' Nikki",0,0.25,1300000,"$329,621","$1,300,000","Lost money"
"The Hebrew Hammer",0,0.06,1300000,"$77,755","$1,300,000","Lost money"
"Simon",1,1.34,1300000,"$1,738,663","$1,300,000","Made money"
"Friday the 13th Part 2",1,17.38,1250000,"$21,722,776","$1,250,000","Made money"
"C.H.U.D.",1,3.76,1250000,"$4,700,000","$1,250,000","Made money"
"The Rocky Horror Picture Show",1,116.56,1200000,"$139,876,417","$1,200,000","Made money"
"Saw",1,85.91,1200000,"$103,096,345","$1,200,000","Made money"
"Sex, Lies, and Videotape",1,30.62,1200000,"$36,741,667","$1,200,000","Made money"
"Monsoon Wedding",1,22.52,1200000,"$27,025,600","$1,200,000","Made money"
"You Can Count on Me",1,9.29,1200000,"$11,142,665","$1,200,000","Made money"
"The Day the Earth Stood Still",1,3.08,1200000,"$3,700,000","$1,200,000","Made money"
"Reservoir Dogs",1,2.36,1200000,"$2,832,029","$1,200,000","Made money"
"But I'm a Cheerleader",1,2.19,1200000,"$2,629,191","$1,200,000","Made money"
"The Blue Bird",0,0.74,1200000,"$887,000","$1,200,000","Lost money"
"Blue Like Jazz",0,0.5,1200000,"$595,018","$1,200,000","Lost money"
"Q",0,0.21,1200000,"$255,000","$1,200,000","Lost money"
"Down & Out with the Dolls",0,0.05,1200000,"$58,936","$1,200,000","Lost money"
"Waiting...",1,16.6,1125000,"$18,673,274","$1,125,000","Made money"
"Wolf Creek",1,26.37,1100000,"$29,005,064","$1,100,000","Made money"
"The Offspring",1,1.23,1100000,"$1,355,728","$1,100,000","Made money"
"Sex with Strangers",0,0.23,1100000,"$247,740","$1,100,000","Lost money"
"Beyond the Black Rainbow",0,0.05,1100000,"$56,491","$1,100,000","Lost money"
"Dracula: Pages from a Virgin's Diary",0,0.08,1100000,"$84,788","$1,100,000","Lost money"
"Rocket Singh: Salesman of the Year",1,5,1070000,"$5,348,767","$1,070,000","Made money"
"Rocky",1,225,1000000,"$225,000,000","$1,000,000","Made money"
"The Devil Inside",1,101.76,1000000,"$101,758,489","$1,000,000","Made money"
"Taxi Driver",1,28.26,1000000,"$28,262,574","$1,000,000","Made money"
"The Fog",1,21.38,1000000,"$21,378,361","$1,000,000","Made money"
"Chernobyl Diaries",1,38.39,1000000,"$38,390,020","$1,000,000","Made money"
"The Howling",1,17.98,1000000,"$17,985,000","$1,000,000","Made money"
"Hellraiser",1,14.56,1000000,"$14,564,000","$1,000,000","Made money"
"Cry Wolf",1,15.94,1000000,"$15,943,081","$1,000,000","Made money"
"Godzilla 2000",1,10.04,1000000,"$10,037,390","$1,000,000","Made money"
"Blue Valentine",1,16.57,1000000,"$16,566,240","$1,000,000","Made money"
"Transamerica",1,16.55,1000000,"$16,553,163","$1,000,000","Made money"
"Beyond the Valley of the Dolls",1,9,1000000,"$9,000,000","$1,000,000","Made money"
"October Baby",1,5.36,1000000,"$5,355,847","$1,000,000","Made money"
"Next Stop, Wonderland",1,3.47,1000000,"$3,465,703","$1,000,000","Made money"
"Martha Marcy May Marlene",1,3.53,1000000,"$3,531,038","$1,000,000","Made money"
"Junebug",1,3.56,1000000,"$3,557,954","$1,000,000","Made money"
"Frozen River",1,6.03,1000000,"$6,030,129","$1,000,000","Made money"
"The Sidewalks of New York",1,3.58,1000000,"$3,575,308","$1,000,000","Made money"
"Two Girls and a Guy",1,2.32,1000000,"$2,315,026","$1,000,000","Made money"
"The Broken Hearts Club: A Romantic Comedy",1,2.02,1000000,"$2,022,442","$1,000,000","Made money"
"Who Killed the Electric Car?",1,1.85,1000000,"$1,849,392","$1,000,000","Made money"
"Walking and Talking",1,1.62,1000000,"$1,615,787","$1,000,000","Made money"
"Bubba Ho-Tep",1,1.49,1000000,"$1,492,895","$1,000,000","Made money"
"No Man's Land",1,2.68,1000000,"$2,684,207","$1,000,000","Made money"
"Slam",1,1.09,1000000,"$1,087,521","$1,000,000","Made money"
"Brigham City",0,0.85,1000000,"$852,206","$1,000,000","Lost money"
"Panic",1,1.43,1000000,"$1,425,707","$1,000,000","Made money"
"Fiza",1,1.18,1000000,"$1,179,462","$1,000,000","Made money"
"Ajami",0,0.62,1000000,"$621,859","$1,000,000","Lost money"
"Orgazmo",0,0.63,1000000,"$627,287","$1,000,000","Lost money"
"The Future",0,0.57,1000000,"$568,662","$1,000,000","Lost money"
"All the Real Girls",0,0.7,1000000,"$703,020","$1,000,000","Lost money"
"Dream With The Fishes",0,0.54,1000000,"$542,909","$1,000,000","Lost money"
"Wristcutters: A Love Story",0,0.46,1000000,"$460,136","$1,000,000","Lost money"
"Luminarias",0,0.43,1000000,"$428,535","$1,000,000","Lost money"
"The Battle of Shaker Heights",0,0.28,1000000,"$280,351","$1,000,000","Lost money"
"Taxi to the Dark Side",0,0.3,1000000,"$304,472","$1,000,000","Lost money"
"Guiana 1838",0,0.23,1000000,"$227,241","$1,000,000","Lost money"
"Love Lisa",0,0.21,1000000,"$213,137","$1,000,000","Lost money"
"Once in a Lifetime: the Extraordinary Story of the New York Cosmos",0,0.21,1000000,"$206,351","$1,000,000","Lost money"
"Lisa Picard is Famous",0,0.11,1000000,"$113,433","$1,000,000","Lost money"
"House of the Devil, The",0,0.1,1000000,"$102,812","$1,000,000","Lost money"
"Chocolate: Deep Dark Secrets",1,1.55,1000000,"$1,549,000","$1,000,000","Made money"
"The Perfect Host",0,0.05,1000000,"$48,764","$1,000,000","Lost money"
"The Last Big Thing",0,0.02,1000000,"$22,434","$1,000,000","Lost money"
"Safe Men",0,0.02,1000000,"$21,210","$1,000,000","Lost money"
"Speedway Junky",0,0.02,1000000,"$17,127","$1,000,000","Lost money"
"16 to Life",0,0.01,1000000,"$11,574","$1,000,000","Lost money"
"Alone with Her",0,0.84,1000000,"$840,787","$1,000,000","Lost money"
"Sparkler",0,0.01,1000000,"$5,494","$1,000,000","Lost money"
"The Helix... Loaded",0,0,1000000,"$3,700","$1,000,000","Lost money"
"In Her Line of Fire",0,0,1000000,"$884","$1,000,000","Lost money"
"The Jimmy Show",0,0,1000000,"$703","$1,000,000","Lost money"
"And Then Came Love",0,0.01,989000,"$8,158","$989,000","Lost money"
"Hard Candy",1,8.7,950000,"$8,267,066","$950,000","Made money"
"Charly",0,0.86,950000,"$814,666","$950,000","Lost money"
"Fruitvale Station",1,17.89,900000,"$16,098,998","$900,000","Made money"
"4 luni, 3 saptamani si 2 zile",1,13.33,900000,"$11,993,156","$900,000","Made money"
"Circumstance",0,0.5,900000,"$454,121","$900,000","Lost money"
"The Quiet",0,0.42,900000,"$381,420","$900,000","Lost money"
"Latter Days",0,0.98,850000,"$833,118","$850,000","Lost money"
"Time Changer",1,1.82,825000,"$1,500,711","$825,000","Made money"
"Jodaeiye Nader az Simin",1,30.53,800000,"$24,426,169","$800,000","Made money"
"Welcome to the Dollhouse",1,6.29,800000,"$5,034,794","$800,000","Made money"
"Raising Victor Vargas",1,3.51,800000,"$2,811,439","$800,000","Made money"
"Pandora's Box",1,1.1,800000,"$881,950","$800,000","Made money"
"Cama adentro",0,0.25,800000,"$200,433","$800,000","Lost money"
"Deterrence",0,0.46,800000,"$371,647","$800,000","Lost money"
"The Mudge Boy",0,0.08,800000,"$62,544","$800,000","Lost money"
"The Young Unknowns",0,0.07,800000,"$58,163","$800,000","Lost money"
"Dead Snow",1,2.74,800000,"$2,194,020","$800,000","Made money"
"Kill List",0,0.58,800000,"$462,206","$800,000","Lost money"
"Saints and Soldiers",1,1.68,780000,"$1,310,470","$780,000","Made money"
"American Graffiti",1,180.18,777000,"$140,000,000","$777,000","Made money"
"Kevin Hart: Laugh at My Pain",1,10.28,750000,"$7,712,436","$750,000","Made money"
"Aqua Teen Hunger Force: The Movie",1,7.36,750000,"$5,520,368","$750,000","Made money"
"Safety Not Guaranteed",1,5.88,750000,"$4,413,188","$750,000","Made money"
"Interview with the Assassin",0,0.06,750000,"$47,329","$750,000","Lost money"
"Undead",0,0.31,750000,"$229,250","$750,000","Lost money"
"Donkey Punch",0,0.03,750000,"$19,367","$750,000","Lost money"
"Hoop Dreams",1,16.81,700000,"$11,768,371","$700,000","Made money"
"Rize",1,6.38,700000,"$4,462,763","$700,000","Made money"
"L.I.E.",1,1.63,700000,"$1,140,965","$700,000","Made money"
"Naturally Native",0,0.02,700000,"$10,508","$700,000","Lost money"
"Hav Plenty",1,3.54,650000,"$2,301,777","$650,000","Made money"
"The Blair Witch Project",1,413.83,600000,"$248,300,000","$600,000","Made money"
"The Kentucky Fried Movie",1,33.33,600000,"$20,000,000","$600,000","Made money"
"Mercy Streets",0,0.29,600000,"$173,599","$600,000","Lost money"
"Arnolds Park",0,0.04,600000,"$23,616","$600,000","Lost money"
"Broken Vessels",0,0.14,600000,"$85,343","$600,000","Lost money"
"Friday the 13th",1,108.64,550000,"$59,754,601","$550,000","Made money"
"Love Letters",1,9.58,550000,"$5,269,990","$550,000","Made money"
"Fireproof",1,66.95,500000,"$33,473,297","$500,000","Made money"
"Benji",1,63.12,500000,"$31,559,560","$500,000","Made money"
"Open Water",1,111.04,500000,"$55,518,641","$500,000","Made money"
"Kingdom of the Spiders",1,34,500000,"$17,000,000","$500,000","Made money"
"Mad Hot Ballroom",1,18.16,500000,"$9,079,042","$500,000","Made money"
"The Station Agent",1,18.94,500000,"$9,470,209","$500,000","Made money"
"To Save a Life",1,7.65,500000,"$3,824,868","$500,000","Made money"
"Wordplay",1,6.36,500000,"$3,177,636","$500,000","Made money"
"Beyond the Mat",1,4.1,500000,"$2,047,570","$500,000","Made money"
"The Singles Ward",1,2.5,500000,"$1,250,798","$500,000","Made money"
"Osama",1,3.94,500000,"$1,971,479","$500,000","Made money"
"Groove",1,2.34,500000,"$1,167,524","$500,000","Made money"
"The R.M.",1,2.22,500000,"$1,111,615","$500,000","Made money"
"Twin Falls Idaho",1,2.05,500000,"$1,027,228","$500,000","Made money"
